0	6858 1	8176 0	7954 0	5561 0	1133 0	6269 0	
1	17 1	7188 0	5603 0	
219	9267 1	
220	8247 1	
221	8270 1	
222	2176 1	
223	6046 1	
224	1899 1	3581 0	1896 0	5575 0	
225	6438 1	
226	4478 1	
227	8270 1	5060 0	
228	5092 1	2336 0	
229	7362 1	1005 0	4555 0	2527 0	
230	5345 1	4646 0	4815 0	
231	628 1	2624 0	
232	2651 1	
233	8270 1	5503 0	
234	472 1	
235	2222 1	
236	2712 1	7627 0	
237	1857 1	
238	2712 1	8072 0	
239	3589 1	
240	900 1	8270 0	
241	900 1	
242	2691 1	996 0	4870 0	
243	923 1	
244	6012 1	3298 0	8217 0	
245	4013 1	5617 0	
246	4607 1	8270 0	
247	6594 1	2897 0	
248	7541 1	
249	6757 1	3869 0	
250	867 1	
251	867 1	1610 0	
252	4978 1	
253	3856 1	
254	5048 1	
255	8722 1	900 0	
256	2370 0	
257	8955 1	9137 0	9077 0	
258	5472 1	
259	3778 1	3240 0	2109 0	3990 0	7627 0	913 0	8409 0	
260	1721 0	
261	6918 1	4553 0	5286 0	5905 0	
262	4743 1	8669 0	
263	8950 1	8797 0	
264	8270 1	
265	2315 1	612 0	6561 0	
266	8876 1	9021 0	5203 0	1930 0	1269 0	2729 0	5673 0	400 0	647 0	4415 0	
267	1164 1	
268	486 1	
269	3947 1	
270	867 1	4002 0	
271	8270 1	3397 0	
272	1496 1	
273	1425 1	
274	4000 1	
275	8270 1	
276	6516 1	
277	257 1	
278	209 0	4479 0	2527 0	
279	1297 1	139 0	
280	3993 1	
281	8270 1	
282	5186 1	3711 0	0 0	
283	5746 1	6203 0	5307 0	3033 0	2790 0	
284	2418 1	7015 0	
285	4354 1	
286	6229 1	6326 0	
287	2695 1	
288	2076 1	8228 0	1429 0	
289	7641 1	
290	8645 1	
291	91 1	
292	3920 1	
293	2527 1	1795 0	
294	1074 1	4172 0	
295	1447 1	8913 0	
296	4101 1	
297	3844 1	
298	4941 1	1987 0	4868 0	6765 0	7891 0	1855 0	6469 0	355 0	8679 0	7718 0	
299	7238 1	
300	2915 1	3162 0	
301	4978 1	6552 0	
302	3343 1	7847 0	781 0	4229 0	310 0	2189 0	
303	7546 1	8004 0	
304	7206 1	4475 0	6846 0	7854 0	
305	9202 1	3180 0	8509 0	5372 0	1312 0	
306	7938 1	547 0	
307	2250 1	1011 0	6940 0	
308	1438 1	6565 0	3333 0	4345 0	5347 0	681 0	7263 0	5668 0	
309	628 1	
310	121 1	1386 0	
311	8270 1	
312	1822 1	
313	1715 1	2135 0	
314	8658 1	
315	3479 1	
316	3193 1	
317	657 1	2216 0	9270 0	5730 0	7202 0	
318	1610 1	
319	4457 1	
320	8966 1	
321	1884 1	663 0	1271 0	
322	2909 1	
323	613 1	1965 0	
324	900 1	
325	9274 1	
326	2102 1	
327	8833 0	
328	3191 1	3591 0	3852 0	469 0	3834 0	
329	9143 1	2416 0	103 0	2431 0	
330	6450 1	
331	6312 0	5443 0	
332	2712 1	5167 0	
333	1087 1	
334	8912 1	8402 0	7941 0	
335	725 1	678 0	3125 0	6928 0	3201 0	5235 0	
336	3458 1	
337	2786 1	
338	3923 1	
339	4381 1	
340	5860 1	2270 0	2712 0	
341	7427 1	3382 0	
342	812 1	7966 0	1178 0	1418 0	6266 0	
343	2413 1	5949 0	
344	8471 1	
345	8270 0	
346	8270 1	
347	2210 1	1271 0	
348	4546 1	5849 0	
349	5135 1	
350	8158 1	
351	2113 1	2156 0	
352	8888 1	545 0	
353	2068 1	7019 0	784 0	
354	7562 1	3699 0	
355	2505 1	
356	5930 1	
357	6412 1	
358	3856 1	8270 0	
359	1540 1	936 0	
360	8270 1	
361	7877 1	1966 0	7064 0	1274 0	3057 0	
362	4095 1	7558 0	
363	1271 1	
364	2693 1	
365	3307 1	
366	3608 1	
367	8933 1	7549 0	
368	7147 1	
369	2505 1	
370	304 1	
371	8081 1	
372	3292 1	
373	1669 1	199 0	3899 0	5699 0	3806 0	
374	5639 1	
375	8270 1	8645 0	
376	4330 1	
377	2630 1	
378	2786 0	6507 0	
379	6756 1	
380	1130 1	
381	6173 1	
382	2597 1	
383	6925 1	
384	5470 1	
385	1580 1	123 0	3051 0	
386	6042 1	5300 0	
387	1647 0	4869 0	7697 0	
388	8071 1	
389	6513 1	
390	6417 1	
391	3233 1	
392	985 1	
393	876 1	1760 0	7135 0	
394	4848 0	8270 0	
395	4363 1	
396	7980 1	
397	2983 1	5092 0	8599 0	
398	6266 1	7764 0	
399	1765 1	
400	6247 1	1285 0	
401	8878 1	839 0	2015 0	
402	3606 1	5749 0	
403	1264 1	2009 0	7864 0	6197 0	7215 0	7879 0	2886 0	1925 0	6974 0	5608 0	5689 0	38 0	4692 0	3445 0	5290 0	5935 0	6401 0	2712 0	
404	8270 1	
405	867 1	4406 0	80 0	7788 0	7367 0	
406	146 1	
407	175 1	
408	5761 1	
409	8822 1	1973 0	
410	1169 1	
411	8270 1	
412	1148 1	9338 0	5379 0	
413	2590 1	
414	628 1	
415	9321 1	581 0	
416	4780 1	6668 0	
417	2167 1	
418	2293 1	
419	900 1	
420	2712 1	
421	1944 1	
422	1155 1	9171 0	2541 0	867 0	
423	3643 1	6104 0	2883 0	
424	5068 1	6397 0	
425	3076 1	
426	1593 1	
427	3091 1	7088 0	2712 0	
428	2489 1	867 0	
429	3063 1	
430	72 1	
431	7710 1	
432	5537 1	4127 0	8281 0	
433	8270 1	
434	7908 1	
435	7220 1	
436	3964 1	
437	8958 1	
438	900 1	
439	900 1	
440	6187 1	
441	8270 1	
442	7757 1	
443	2319 1	
444	491 1	7345 0	
445	867 1	4095 0	
446	6406 1	1220 0	7464 0	
447	3698 1	
448	5995 1	3969 0	
449	2712 1	
450	2059 1	
451	4931 1	3297 0	
452	8776 1	
453	2712 1	
454	8748 1	
455	4095 0	
456	2712 1	5092 0	
457	4811 1	
458	2308 1	
459	2447 1	
460	7716 1	
461	2630 0	1288 0	
462	6654 1	6962 0	2546 0	7968 0	7223 0	7424 0	8340 0	2717 0	2856 0	9096 0	
463	6159 1	
464	8270 1	
465	3796 1	8200 0	3048 0	1605 0	7381 0	8915 0	
466	2712 1	3053 0	3601 0	
467	900 1	
468	5013 1	
469	8270 1	
470	7738 1	888 0	
471	3686 1	
472	4978 1	
473	867 1	
474	5186 1	1579 0	
475	3735 1	
476	4999 1	4324 0	8314 0	7423 0	8541 0	
477	2581 1	
478	1618 1	6266 0	8746 0	3389 0	
479	3718 1	
480	3753 1	
481	1644 1	
482	6819 1	
483	3405 1	
484	59 1	1545 0	7140 0	796 0	
485	3427 1	2803 0	5725 0	
486	3050 1	3557 0	2380 0	7087 0	
487	6231 1	3758 0	
488	5339 0	4069 0	
489	1573 1	7779 0	
490	3335 1	
491	2712 1	
492	5215 1	610 0	6547 0	
493	7560 1	9354 0	4184 0	517 0	398 0	
494	7201 1	
495	6234 1	999 0	
496	2902 1	
497	302 1	
498	3761 1	3469 0	5658 0	732 0	
499	2527 1	7574 0	
500	3973 1	
501	1484 1	
502	8236 1	
503	2702 1	
504	5101 1	
505	7832 1	
506	8270 1	
507	1325 1	
508	749 1	
509	628 1	
510	2100 1	
511	6991 1	
512	7595 1	
513	7641 1	
514	52 1	
515	3856 1	4978 0	
516	5542 1	4341 0	
517	1451 1	8325 0	
518	2527 1	4700 0	
519	6479 0	8270 0	
520	8270 1	
521	8270 1	
522	210 1	
523	2835 1	
524	6367 1	
525	3725 0	
526	6709 1	
527	1610 1	
528	4305 1	
529	3156 1	
530	5880 1	
531	7048 1	5722 0	7411 0	6959 0	
532	446 1	
533	1089 1	3960 0	
534	3005 1	
535	6193 1	
536	1915 1	
537	1352 1	
538	1332 1	1964 0	3697 0	4247 0	2787 0	
539	3388 1	
540	5277 1	
541	250 1	
542	3870 1	2744 0	
543	3281 1	
544	5627 1	
545	7283 1	2850 0	
546	2966 1	
547	9131 1	
548	8270 1	7875 0	8247 0	
549	8270 1	
550	4333 1	1474 0	
551	2275 1	
552	5427 1	
553	1192 1	1589 0	
554	4319 1	
555	4978 1	
556	4538 1	5916 0	5731 0	
557	2305 1	2712 0	
558	2712 1	4370 0	2339 0	2575 0	
559	867 1	
560	6809 1	5107 0	228 0	
561	2624 1	
562	2989 1	2527 0	
563	628 1	
564	5906 1	
565	3374 1	
566	2618 1	6443 0	
567	4042 1	
568	5120 1	5781 0	
569	8715 1	
570	628 1	
571	4095 1	6200 0	7257 0	
572	1809 1	
573	319 1	
574	4847 1	
575	859 1	3004 0	947 0	2782 0	
576	3371 1	3541 0	
577	1200 1	
578	628 1	
579	1565 1	5876 0	3948 0	8892 0	1258 0	5817 0	7783 0	4569 0	251 0	2459 0	
580	4095 0	
581	9092 1	
582	485 1	
583	88 1	
584	2712 1	
585	3722 1	
586	867 1	7183 0	
587	2411 1	
588	1947 1	212 0	9059 0	
589	5882 1	900 0	
590	9281 1	4030 0	
591	6566 1	8270 0	
592	7220 1	
593	6530 1	867 0	
594	743 1	
595	900 1	
596	6298 1	7220 0	
597	6351 1	
598	6255 1	1125 0	5111 0	9157 0	9221 0	
599	7796 1	
600	8270 1	
601	746 1	5035 0	
602	2436 1	
603	1515 1	1769 0	4191 0	
604	100 1	
605	2527 1	398 0	
606	3437 1	
607	8270 1	
608	5710 1	
609	867 0	
610	2182 1	2235 0	
611	817 1	
612	536 1	
613	7762 0	
614	827 1	8270 0	
615	2712 1	
616	3730 0	
617	5946 1	2255 0	3280 0	2824 0	
618	8214 1	
619	366 1	
620	2837 1	
621	8550 0	
622	8994 1	3206 0	
623	8639 1	3764 0	5956 0	602 0	4609 0	7715 0	6778 0	7045 0	410 0	8022 0	4049 0	4265 0	
624	4607 1	
625	6634 1	
626	6879 1	
627	4135 1	3708 0	6382 0	
628	1808 1	
629	6489 1	
630	4978 1	
631	8698 1	
632	4095 1	
633	2709 1	8651 0	
634	6093 1	4611 0	8017 0	3085 0	457 0	5821 0	
635	6670 1	7845 0	
636	5405 1	
637	2712 1	7452 0	
638	900 1	
639	900 1	
640	6171 1	
641	8270 1	
642	220 1	
643	9238 1	2141 0	
644	825 1	4779 0	7802 0	1409 0	3357 0	7573 0	392 0	
645	4208 0	
646	545 1	
647	4607 1	
648	6679 1	
649	698 1	
650	5276 1	
651	3787 1	1232 0	6457 0	
652	4651 1	
653	2505 1	
654	3865 1	
655	644 1	
656	2252 1	8885 0	
657	374 1	3998 0	
658	4978 0	867 0	
659	2701 1	
660	3374 1	900 0	
661	3623 1	
662	8463 1	
663	8281 1	
664	6465 1	
665	2025 1	2081 0	
666	7290 1	
667	5375 1	4000 0	
668	6117 1	
669	4078 1	9028 0	9064 0	5761 0	1446 0	7658 0	19 0	
670	7860 1	8270 0	
671	3890 1	2556 0	5510 0	9243 0	
672	109 1	
673	698 0	
674	6339 1	1883 0	
675	8942 1	5517 0	4522 0	2789 0	7111 0	
676	7088 1	1233 0	2527 0	
677	780 1	6908 0	
678	9320 1	9093 0	2285 0	
679	8338 1	
680	529 1	6725 0	
681	8470 1	
682	900 1	
683	4607 1	
684	9345 1	5184 0	
685	300 1	
686	1485 1	
687	5866 1	3909 0	2886 0	6059 0	8199 0	5252 0	
688	2712 1	1445 0	
689	7134 1	5976 0	393 0	
690	7220 1	
691	6238 1	6915 0	
692	2712 1	1601 0	
693	3152 1	
694	3227 1	2374 0	
695	2527 1	
696	4978 1	
697	9191 1	
698	5191 1	8714 0	3170 0	2644 0	
699	8270 1	4028 0	
700	5453 1	
701	8270 1	
702	3477 1	
703	8645 1	7220 0	
704	7163 1	1114 0	
705	4628 1	6043 0	2958 0	
706	900 1	6126 0	2136 0	
707	2554 1	
708	9163 1	
709	6853 0	6658 0	
710	5545 1	
711	4143 1	
712	8466 1	
713	9272 1	5742 0	5302 0	6205 0	2844 0	2785 0	1913 0	7742 0	2743 0	9357 0	5944 0	3289 0	449 0	
714	7486 1	4759 0	
715	6835 1	
716	2712 1	
717	900 1	
718	4426 1	
719	867 1	
720	3646 1	395 0	8208 0	6898 0	8044 0	
721	934 0	
722	952 1	759 0	
723	8617 1	
724	900 1	
725	6056 1	158 0	
726	5475 1	
727	900 1	3528 0	4860 0	5658 0	8772 0	6780 0	6568 0	
728	7220 1	
729	1325 1	7220 0	900 0	
730	2712 1	
731	1204 1	
732	6169 1	2348 0	
733	7778 1	3038 0	5717 0	
734	4618 1	
735	4542 1	8270 0	
736	1766 1	
737	4166 1	
738	836 1	1087 0	
739	1423 1	
740	9326 1	
741	2712 1	
742	1457 1	
743	3044 1	
744	8270 1	
745	4412 1	
746	7796 1	867 0	
747	2375 1	
748	7220 1	
749	5835 1	8358 0	
750	6672 1	5698 0	
751	6308 1	
752	7220 1	
753	2712 1	
754	1536 1	
755	9335 1	4605 0	
756	1396 1	
757	2658 1	5507 0	
758	4095 1	
759	4896 1	
760	6534 1	
761	2498 1	
762	4607 1	
763	8270 1	1024 0	
764	4978 1	
765	6641 1	
766	1173 1	
767	5640 1	8578 0	
768	5200 1	6696 0	61 0	
769	8270 1	
770	6714 1	
771	8270 1	
772	6606 1	7571 0	
773	7393 1	
774	8013 1	3912 0	
775	900 1	4095 0	
776	5949 1	2932 0	395 0	8590 0	
777	5359 1	
778	6256 1	1721 0	
779	1466 1	2746 0	
780	6270 1	8801 0	5124 0	4671 0	1976 0	
781	4023 1	
782	2712 1	1765 0	
783	5268 1	
784	7220 1	
785	900 0	1214 0	
786	8326 1	
787	8645 1	
788	7568 1	
789	2329 1	2595 0	687 0	
790	6024 1	
791	8270 1	
792	8270 1	
793	619 1	
794	8809 1	
795	2712 1	
796	4400 1	
797	628 1	
798	7220 1	
799	91 1	
800	4366 1	
801	7252 0	3746 0	
802	1322 1	133 0	2299 0	5482 0	953 0	5571 0	5533 0	
803	721 1	928 0	
804	3737 1	
805	8465 1	
806	867 0	
807	4879 1	
808	595 1	688 0	6638 0	7371 0	
809	7220 1	
810	1253 1	
811	6953 1	3136 0	
812	522 1	
813	2820 1	
814	2154 1	
815	2155 1	
816	273 1	
817	8214 1	
818	8335 1	
819	3190 1	691 0	
820	9278 1	
821	5701 1	
822	2360 1	
823	1014 1	
824	6542 1	
825	1585 1	7092 0	
826	5282 1	
827	4095 0	
828	8247 1	
829	8563 1	8530 0	6815 0	8358 0	5978 0	7340 0	3592 0	2170 0	8191 0	6075 0	8756 0	
830	5374 1	1390 0	
831	7685 1	16 0	3899 0	
832	6304 1	
833	5019 1	793 0	2070 0	9331 0	9241 0	
834	899 1	
835	8072 1	9030 0	3114 0	3772 0	5168 0	1465 0	
836	3757 1	
837	2744 1	
838	5333 1	
839	3137 1	
840	2979 1	4543 0	
841	2878 1	
842	5388 1	
843	7544 1	
844	7220 1	
845	6088 1	
846	8864 1	
847	2383 1	
848	346 1	
849	7299 0	1885 0	6789 0	
850	264 0	3588 0	
851	2510 1	2043 0	2372 0	8291 0	378 0	7479 0	7642 0	
852	3567 1	6953 0	
853	4154 1	8474 0	
854	1785 1	
855	5150 1	6468 0	
856	6628 1	7770 1	
857	3111 1	
858	2712 1	
859	4469 1	3345 0	2169 0	8489 0	
860	8817 1	6727 0	8439 0	2733 0	1629 0	
861	8842 1	
862	2692 1	9051 0	5472 0	4079 0	7307 0	5259 0	6381 0	1263 0	285 0	3687 0	2072 0	5931 0	2032 0	7904 0	5634 0	
863	4664 1	
864	4486 1	
865	2712 1	1777 0	
866	3995 1	
867	4253 1	
868	7193 1	1597 0	554 0	4331 0	8826 0	
869	1616 1	
870	1213 1	6494 0	5396 0	550 0	
871	4664 1	
872	6953 1	8270 0	
873	6953 1	
874	5939 1	7957 0	4414 0	
875	4070 1	
876	4195 1	5652 0	5017 0	4369 0	5733 0	1633 0	
877	8057 1	
878	1560 0	
879	9298 1	
880	7220 1	
881	2712 1	
882	4063 1	
883	3357 1	8152 0	8829 0	557 0	
884	438 0	821 0	
885	151 1	
886	3087 1	
887	7878 1	
888	5949 1	
889	9332 1	
890	5862 1	
891	5236 1	6952 0	
892	6728 1	
893	4337 1	6762 0	450 0	3267 0	8439 0	5191 0	5142 0	
894	900 1	
895	404 1	
896	3763 1	2677 0	
897	6188 1	
898	4751 1	
899	9313 1	8270 0	
900	7194 1	
901	7606 1	
902	2681 1	1153 0	
903	4975 1	8102 0	
904	6659 1	
905	6004 1	5537 0	
906	8536 0	
907	5038 1	
908	753 1	1338 0	
909	7156 1	4465 0	2527 0	
910	9061 1	8882 0	
911	2283 1	
912	7534 1	
913	6457 1	4458 0	
914	900 1	
915	5265 1	
916	2689 1	
917	4687 1	1762 0	
918	4825 1	
919	5218 1	6390 0	
920	1038 1	
921	2786 1	
922	900 1	
923	6835 1	
924	1806 1	
925	8270 1	
926	4978 1	
927	2630 1	
928	6282 1	3013 0	3372 0	
929	900 1	8270 0	
930	2712 1	4617 0	
931	8247 1	
932	7150 1	8270 0	
933	900 1	
934	2281 1	
935	3366 1	
936	8270 0	2972 0	
937	5304 1	5980 0	8989 0	
938	8633 1	
939	7908 1	
940	6476 1	
941	6539 1	
942	32 1	5554 0	
943	7220 0	
944	7295 1	
945	867 1	
946	2012 1	1327 0	
947	1112 0	6673 0	1557 0	
948	3496 1	6282 0	3812 0	
949	6933 1	
950	3334 1	9149 0	7023 0	1230 0	112 0	2527 0	
951	3265 0	6254 0	
952	3086 1	
953	8270 1	
954	3896 1	
955	4270 1	2984 0	
956	1914 1	
957	1031 1	
958	6244 1	
959	3367 1	
960	2527 1	
961	7220 1	
962	5632 1	
963	8270 1	
964	91 1	
965	1152 1	
966	4978 1	
967	82 1	
968	2274 1	
969	5504 1	
970	3431 1	262 0	2018 0	5343 0	
971	3068 1	3807 0	4703 0	2512 0	5177 0	1307 0	3178 0	
972	628 1	1610 0	
973	8615 1	6007 0	105 0	
974	3474 1	
975	8270 1	1859 0	
976	8214 1	
977	1961 1	
978	4055 1	
979	9122 1	4828 0	8341 0	
980	1683 1	
981	6706 1	
982	5178 1	2433 0	2524 0	
983	4005 1	8528 0	
984	4095 1	
985	7566 1	6484 0	
986	4480 1	248 0	
987	4840 1	
988	2993 1	
989	643 1	
990	5611 1	7687 0	9339 0	2199 0	543 0	
991	1612 0	7502 0	
992	6229 1	
993	6351 1	
994	518 1	
995	335 1	
996	6519 1	
997	1451 1	
998	6215 1	
999	4687 1	
1000	7116 1	
1001	8270 1	
1002	900 1	
1003	8075 1	7052 0	739 0	
1004	6491 1	1769 0	
1005	7186 1	2521 0	3835 0	
1006	3094 1	
1007	2181 1	
1008	1945 1	
1009	7242 1	7117 0	
1010	1038 1	
1011	8583 1	4830 0	
1012	3021 1	
1013	7637 1	1082 0	
1014	5301 1	234 0	
1015	1143 1	
1016	2778 1	
1017	1610 1	
1018	6901 1	2502 0	
1019	911 1	
1020	4744 1	867 0	
1021	3848 1	7220 0	
1022	8922 1	2527 0	
1023	2227 1	
1024	6675 1	2660 0	2378 0	6147 0	
1025	582 1	7637 0	
1026	734 1	
1027	7549 1	
1028	900 1	
1029	3093 1	6686 0	
1030	6464 1	8846 0	7554 0	
1031	3838 1	
1032	545 1	406 0	
1033	1153 1	
1034	336 1	7241 0	234 0	
1035	3597 1	
1036	7360 1	
1037	3311 1	
1038	7504 1	1311 0	7975 0	8139 0	8387 0	
1039	6351 1	
1040	5147 1	
1041	5103 1	
1042	7834 1	791 0	
1043	5301 1	
1044	5932 1	6557 0	2226 0	
1045	3140 1	
1046	8746 1	
1047	835 1	4228 0	
1048	2712 1	
1049	5370 1	108 0	2730 0	8493 0	
1050	2527 1	7611 0	
1051	1198 1	1548 0	
1052	7819 1	889 0	
1053	8270 1	
1054	514 1	
1055	3913 1	
1056	5529 1	5099 0	
1057	6788 1	
1058	294 1	
1059	628 0	
1060	5524 1	7711 0	2409 0	8821 0	6931 0	2627 0	
1061	3626 1	
1062	8270 1	4016 0	
1063	628 1	4642 0	
1064	2411 1	4811 0	3788 0	
1065	4978 1	6068 0	
1066	6519 1	305 0	
1067	3478 1	
1068	7656 1	
1069	385 1	2712 0	
1070	5023 1	2527 0	
1071	628 1	
1072	2712 1	5764 0	
1073	923 1	
1074	9198 1	8166 0	
1075	7225 1	
1076	2052 1	
1077	4778 1	
1078	8311 1	1861 0	7791 0	
1079	7575 1	
1080	7894 1	
1081	1075 1	
1082	5411 1	
1083	6693 1	
1084	303 1	
1085	5297 1	
1086	4095 0	2323 0	
1087	8037 1	
1088	4272 1	
1089	2478 1	1503 0	2630 0	
1090	6775 1	6070 0	
1091	3384 1	6651 0	
1092	1616 1	9289 0	5302 0	2742 0	524 0	
1093	101 1	
1094	4258 1	
1095	3944 1	9106 0	7460 0	
1096	9203 1	1705 0	
1097	5329 1	
1098	8050 1	
1099	545 1	
1100	1183 1	2578 0	1172 0	
1101	4722 1	
1102	6191 1	2822 0	1262 0	5422 0	
1103	1454 1	
1104	8988 0	
1105	8270 1	
1106	2353 1	5473 0	9205 0	7572 0	886 0	6509 0	5689 0	4134 0	4241 0	8872 0	1957 0	639 0	261 0	7937 0	8879 0	2482 0	
1107	994 1	
1108	1140 1	
1109	2590 1	
1110	900 1	
1111	688 1	
1112	900 1	
1113	8445 1	5573 0	3408 0	5142 0	6739 0	
1114	4077 1	
1115	5214 1	2371 0	9084 0	6471 0	3021 0	7501 0	2434 0	6280 0	4194 0	4364 0	20 0	4703 0	4886 0	
1116	3295 1	
1117	8992 1	2412 0	
1118	1794 1	5221 0	
1119	7390 1	
1120	7952 1	3613 0	37 0	4219 0	3652 0	2712 0	
1121	3710 1	4806 0	7697 0	
1122	5296 1	
1123	8964 1	
1124	4208 1	
1125	269 1	
1126	8617 1	1355 0	4351 0	
1127	1644 1	
1128	3660 1	
1129	6659 1	
1130	8807 1	2914 0	2378 0	6335 0	6026 0	2585 0	4150 0	
1131	1134 1	
1132	341 0	
1133	4813 1	
1134	923 1	
1135	2520 1	
1136	2712 1	6549 0	5922 0	4792 0	3668 0	1689 0	
1137	1658 1	5182 0	873 0	215 0	7428 0	
1138	7220 1	
1139	7220 1	
1140	867 1	
1141	2479 1	2415 0	
1142	628 1	1730 0	867 0	
1143	8435 1	
1144	4978 1	
1145	5745 1	
1146	1025 1	
1147	2951 1	
1148	5741 1	6922 0	
1149	8939 1	8467 0	8361 0	
1150	3532 1	
1151	2712 1	
1152	2183 1	
1153	4622 1	
1154	1162 1	1976 0	6890 0	8427 0	214 0	
1155	8996 1	
1156	4095 1	
1157	3753 1	6179 0	
1158	900 1	
1159	2712 1	3569 0	279 0	
1160	808 1	
1161	2838 1	
1162	2573 1	
1163	8441 1	5444 0	
1164	3818 1	6752 0	
1165	1589 1	3049 0	1647 0	797 0	288 0	
1166	7381 1	6175 0	8581 0	
1167	6614 1	977 0	
1168	6585 1	
1169	4095 1	
1170	7789 1	6110 0	8770 0	2712 0	1330 0	436 0	
